Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
2120,01-04-2020 3.00,03-29-2020 07:00,29-03-2020 20.27,Delhi,121,SEXUAL ASSAULT,50,F,Poison,Violent Crime,13,No,
2121,31-03-2020 4.00,03-29-2020 08:00,29-03-2020 14.31,Mumbai,171,ASSAULT,30,F,Knife,Violent Crime,7,No,
2122,30-03-2020 0.00,03-29-2020 09:00,29-03-2020 11.13,Bhopal,263,SHOPLIFTING,70,M,Blunt Object,Other Crime,13,Yes,09-05-2020 0.00
2123,29-03-2020 13.00,03-29-2020 10:00,29-03-2020 17.24,Delhi,178,VEHICLE - STOLEN,79,F,Firearm,Violent Crime,2,Yes,13-04-2020 13.00
2124,30-03-2020 17.00,03-29-2020 11:00,29-03-2020 12.54,Faridabad,472,ARSON,79,F,None,Fire Accident,4,No,
2125,30-03-2020 19.00,03-29-2020 12:00,30-03-2020 7.52,Bhopal,438,SHOPLIFTING,48,M,Poison,Other Crime,6,Yes,15-05-2020 19.00
2126,31-03-2020 13.00,03-29-2020 13:00,30-03-2020 5.59,Kolkata,433,FIREARM OFFENSE,18,F,Other,Fire Accident,14,Yes,16-04-2020 13.00
2127,30-03-2020 18.00,03-29-2020 14:00,29-03-2020 21.49,Delhi,465,DOMESTIC VIOLENCE,53,F,Poison,Violent Crime,6,Yes,05-05-2020 18.00
2128,31-03-2020 8.00,03-29-2020 15:00,30-03-2020 8.16,Delhi,306,DRUG OFFENSE,20,F,Knife,Other Crime,9,No,
2129,01-04-2020 0.00,03-29-2020 16:00,30-03-2020 15.10,Chennai,571,KIDNAPPING,59,M,Firearm,Other Crime,18,Yes,15-04-2020 0.00
2130,29-03-2020 23.00,03-29-2020 17:00,30-03-2020 9.02,Nagpur,344,ROBBERY,74,F,Blunt Object,Violent Crime,4,No,
2131,31-03-2020 13.00,03-29-2020 18:00,30-03-2020 16.35,Varanasi,335,FRAUD,13,M,None,Other Crime,1,Yes,04-05-2020 13.00
2132,31-03-2020 5.00,03-29-2020 19:00,30-03-2020 6.10,Chennai,385,IDENTITY THEFT,47,M,Knife,Violent Crime,10,No,
2133,31-03-2020 14.00,03-29-2020 20:00,30-03-2020 15.10,Delhi,535,VANDALISM,62,M,Blunt Object,Other Crime,4,No,
2134,31-03-2020 20.00,03-29-2020 21:00,30-03-2020 17.51,Mumbai,494,TRAFFIC VIOLATION,25,F,Knife,Traffic Fatality,6,Yes,28-04-2020 20.00
2135,31-03-2020 3.00,03-29-2020 22:00,30-03-2020 14.34,Delhi,274,ARSON,75,F,Blunt Object,Fire Accident,16,No,
2136,31-03-2020 3.00,03-29-2020 23:00,30-03-2020 18.17,Agra,365,SHOPLIFTING,29,M,Poison,Other Crime,4,Yes,23-04-2020 3.00
2137,30-03-2020 2.00,03-30-2020 00:00,30-03-2020 18.58,Chennai,358,FRAUD,53,F,Blunt Object,Other Crime,19,Yes,17-05-2020 2.00
2138,01-04-2020 16.00,03-30-2020 01:00,30-03-2020 9.57,Hyderabad,150,CYBERCRIME,77,F,None,Other Crime,16,No,
2139,01-04-2020 11.00,03-30-2020 02:00,30-03-2020 22.24,Nagpur,561,ILLEGAL POSSESSION,16,F,Firearm,Other Crime,17,No,
2140,01-04-2020 15.00,03-30-2020 03:00,30-03-2020 20.17,Kanpur,271,TRAFFIC VIOLATION,64,F,Explosives,Traffic Fatality,9,Yes,27-04-2020 15.00
2141,31-03-2020 21.00,03-30-2020 04:00,31-03-2020 2.02,Chennai,543,ARSON,74,F,None,Fire Accident,17,No,
2142,01-04-2020 2.00,03-30-2020 05:00,31-03-2020 2.16,Ahmedabad,506,EXTORTION,47,F,Poison,Other Crime,19,Yes,24-04-2020 2.00
2143,31-03-2020 6.00,03-30-2020 06:00,30-03-2020 13.50,Nashik,167,DRUG OFFENSE,58,M,None,Other Crime,17,Yes,17-04-2020 6.00
2144,01-04-2020 22.00,03-30-2020 07:00,30-03-2020 16.12,Chennai,477,VEHICLE - STOLEN,10,M,Poison,Violent Crime,8,Yes,15-06-2020 22.00
2145,01-04-2020 22.00,03-30-2020 08:00,31-03-2020 6.21,Agra,314,COUNTERFEITING,20,F,Other,Other Crime,10,Yes,11-06-2020 22.00
2146,31-03-2020 17.00,03-30-2020 09:00,31-03-2020 0.54,Pune,475,DRUG OFFENSE,52,F,None,Other Crime,4,No,
2147,01-04-2020 7.00,03-30-2020 10:00,31-03-2020 5.43,Ghaziabad,469,HOMICIDE,21,M,Explosives,Other Crime,3,Yes,17-09-2021 7.00
2148,31-03-2020 21.00,03-30-2020 11:00,31-03-2020 0.53,Kolkata,193,ASSAULT,48,M,Explosives,Violent Crime,13,No,
2149,30-03-2020 14.00,03-30-2020 12:00,30-03-2020 13.10,Mumbai,170,IDENTITY THEFT,69,F,Blunt Object,Violent Crime,9,Yes,07-06-2020 14.00
2150,30-03-2020 22.00,03-30-2020 13:00,31-03-2020 3.19,Delhi,330,ROBBERY,65,F,Other,Violent Crime,5,No,
2151,31-03-2020 9.00,03-30-2020 14:00,30-03-2020 14.37,Delhi,203,DOMESTIC VIOLENCE,58,F,Explosives,Violent Crime,5,Yes,26-05-2020 9.00
2152,31-03-2020 6.00,03-30-2020 15:00,30-03-2020 23.52,Kolkata,397,ROBBERY,23,F,Knife,Violent Crime,1,Yes,29-05-2020 6.00
2153,01-04-2020 20.00,03-30-2020 16:00,30-03-2020 16.52,Delhi,123,ILLEGAL POSSESSION,29,F,Poison,Other Crime,7,No,
2154,01-04-2020 10.00,03-30-2020 17:00,30-03-2020 20.27,Lucknow,561,TRAFFIC VIOLATION,56,F,Explosives,Traffic Fatality,5,No,
2155,31-03-2020 5.00,03-30-2020 18:00,30-03-2020 18.58,Delhi,580,COUNTERFEITING,59,F,Knife,Other Crime,18,No,
2156,31-03-2020 10.00,03-30-2020 19:00,31-03-2020 0.10,Agra,522,IDENTITY THEFT,27,F,Knife,Violent Crime,8,Yes,07-06-2020 10.00
2157,31-03-2020 19.00,03-30-2020 20:00,31-03-2020 15.32,Kanpur,508,BURGLARY,55,M,None,Other Crime,18,Yes,26-09-2020 19.00
2158,01-04-2020 5.00,03-30-2020 21:00,31-03-2020 20.45,Lucknow,272,HOMICIDE,70,M,Other,Other Crime,1,No,
2159,02-04-2020 19.00,03-30-2020 22:00,31-03-2020 10.22,Mumbai,467,VEHICLE - STOLEN,61,F,None,Violent Crime,10,Yes,11-06-2020 19.00
2160,31-03-2020 7.00,03-30-2020 23:00,31-03-2020 6.03,Kalyan,388,VANDALISM,16,F,None,Other Crime,3,Yes,23-06-2020 7.00
2161,01-04-2020 22.00,03-31-2020 00:00,31-03-2020 6.08,Vasai,486,EXTORTION,64,F,Blunt Object,Other Crime,9,Yes,01-05-2020 22.00
2162,31-03-2020 15.00,03-31-2020 01:00,31-03-2020 20.21,Bangalore,591,ASSAULT,53,F,Firearm,Violent Crime,16,Yes,07-05-2020 15.00
2163,31-03-2020 14.00,03-31-2020 02:00,01-04-2020 1.00,Pune,191,VEHICLE - STOLEN,34,F,Firearm,Violent Crime,4,Yes,23-06-2020 14.00
2164,02-04-2020 15.00,03-31-2020 03:00,31-03-2020 12.17,Kalyan,375,SHOPLIFTING,50,F,Knife,Other Crime,9,Yes,15-04-2020 15.00
2165,31-03-2020 10.00,03-31-2020 04:00,31-03-2020 10.09,Ahmedabad,429,ASSAULT,70,F,Explosives,Violent Crime,12,No,
2166,02-04-2020 11.00,03-31-2020 05:00,31-03-2020 15.47,Delhi,275,ASSAULT,68,F,Explosives,Violent Crime,6,Yes,04-06-2020 11.00
2167,02-04-2020 0.00,03-31-2020 06:00,31-03-2020 19.24,Chennai,598,SHOPLIFTING,22,M,Poison,Other Crime,7,No,
2168,02-04-2020 1.00,03-31-2020 07:00,01-04-2020 3.42,Ludhiana,355,FIREARM OFFENSE,16,M,None,Fire Accident,7,Yes,10-05-2020 1.00
2169,03-04-2020 6.00,03-31-2020 08:00,31-03-2020 22.05,Lucknow,379,DRUG OFFENSE,73,M,Blunt Object,Other Crime,4,Yes,27-06-2020 6.00
2170,02-04-2020 19.00,03-31-2020 09:00,31-03-2020 12.00,Delhi,551,TRAFFIC VIOLATION,58,M,Blunt Object,Traffic Fatality,14,Yes,08-04-2020 19.00
2171,01-04-2020 19.00,03-31-2020 10:00,01-04-2020 8.59,Ahmedabad,377,IDENTITY THEFT,60,F,Firearm,Violent Crime,17,Yes,07-06-2020 19.00
2172,01-04-2020 0.00,03-31-2020 11:00,01-04-2020 5.45,Nashik,312,SEXUAL ASSAULT,75,F,Other,Violent Crime,10,No,
2173,02-04-2020 9.00,03-31-2020 12:00,31-03-2020 23.33,Delhi,553,COUNTERFEITING,51,M,Other,Other Crime,2,No,
2174,03-04-2020 4.00,03-31-2020 13:00,01-04-2020 9.53,Hyderabad,531,COUNTERFEITING,71,M,Other,Other Crime,11,No,
2175,02-04-2020 0.00,03-31-2020 14:00,01-04-2020 10.09,Delhi,118,SEXUAL ASSAULT,77,M,Knife,Violent Crime,3,Yes,26-05-2021 0.00
2176,02-04-2020 3.00,03-31-2020 15:00,01-04-2020 3.14,Delhi,117,PUBLIC INTOXICATION,55,M,Explosives,Other Crime,6,Yes,20-04-2020 3.00
2177,01-04-2020 11.00,03-31-2020 16:00,01-04-2020 14.07,Kalyan,235,KIDNAPPING,62,F,Explosives,Other Crime,15,Yes,08-04-2020 11.00
2178,02-04-2020 9.00,03-31-2020 17:00,01-04-2020 0.54,Ahmedabad,262,SEXUAL ASSAULT,28,F,Firearm,Violent Crime,15,No,
2179,01-04-2020 4.00,03-31-2020 18:00,31-03-2020 20.47,Delhi,470,ASSAULT,40,F,Knife,Violent Crime,18,No,
2180,02-04-2020 9.00,03-31-2020 19:00,01-04-2020 18.31,Bangalore,403,VANDALISM,68,F,Firearm,Other Crime,15,Yes,19-04-2020 9.00
2181,03-04-2020 17.00,03-31-2020 20:00,01-04-2020 14.18,Delhi,480,SEXUAL ASSAULT,11,M,Poison,Violent Crime,3,Yes,06-03-2022 17.00
2182,01-04-2020 18.00,03-31-2020 21:00,01-04-2020 20.44,Bangalore,344,VANDALISM,46,F,Other,Other Crime,10,Yes,18-05-2020 18.00
2183,02-04-2020 18.00,03-31-2020 22:00,01-04-2020 1.39,Hyderabad,117,DRUG OFFENSE,18,F,Firearm,Other Crime,6,No,
2184,03-04-2020 9.00,03-31-2020 23:00,01-04-2020 8.00,Pune,399,FRAUD,21,F,Explosives,Other Crime,2,No,
2185,01-04-2020 8.00,04-01-2020 0.00,01-04-2020 16.22,Pune,135,HOMICIDE,45,M,Blunt Object,Other Crime,6,No,
2186,01-04-2020 17.00,04-01-2020 1.00,01-04-2020 20.48,Kanpur,530,FRAUD,34,F,Knife,Other Crime,4,No,
2187,03-04-2020 16.00,04-01-2020 2.00,01-04-2020 7.58,Ahmedabad,276,FRAUD,58,F,Poison,Other Crime,14,Yes,31-05-2020 16.00
2188,02-04-2020 2.00,04-01-2020 3.00,01-04-2020 3.08,Mumbai,470,TRAFFIC VIOLATION,79,M,None,Traffic Fatality,1,Yes,06-04-2020 2.00
2189,02-04-2020 18.00,04-01-2020 4.00,01-04-2020 14.03,Bangalore,182,KIDNAPPING,41,F,Knife,Other Crime,17,Yes,01-05-2020 18.00
2190,03-04-2020 10.00,04-01-2020 5.00,01-04-2020 7.01,Kolkata,301,ILLEGAL POSSESSION,28,F,Other,Other Crime,7,No,
2191,03-04-2020 16.00,04-01-2020 6.00,01-04-2020 6.39,Agra,367,KIDNAPPING,60,M,None,Other Crime,6,Yes,08-06-2020 16.00
2192,03-04-2020 23.00,04-01-2020 7.00,02-04-2020 4.38,Mumbai,455,ROBBERY,37,F,None,Violent Crime,4,Yes,13-07-2020 23.00
2193,03-04-2020 15.00,04-01-2020 8.00,01-04-2020 9.03,Ahmedabad,151,SEXUAL ASSAULT,25,F,Knife,Violent Crime,6,Yes,24-10-2021 15.00
2194,03-04-2020 2.00,04-01-2020 9.00,01-04-2020 14.28,Jaipur,238,FRAUD,24,M,Explosives,Other Crime,14,No,
2195,02-04-2020 19.00,04-01-2020 10.00,01-04-2020 13.14,Hyderabad,451,COUNTERFEITING,27,F,Other,Other Crime,3,Yes,29-05-2020 19.00
2196,03-04-2020 6.00,04-01-2020 11.00,02-04-2020 0.46,Pune,458,FRAUD,48,F,Knife,Other Crime,18,Yes,26-04-2020 6.00
2197,03-04-2020 0.00,04-01-2020 12.00,02-04-2020 5.29,Visakhapatnam,114,FIREARM OFFENSE,45,M,None,Fire Accident,15,No,
2198,02-04-2020 11.00,04-01-2020 13.00,02-04-2020 10.03,Mumbai,164,TRAFFIC VIOLATION,17,F,Explosives,Traffic Fatality,17,Yes,01-05-2020 11.00
2199,04-04-2020 13.00,04-01-2020 14.00,02-04-2020 13.14,Kanpur,596,DOMESTIC VIOLENCE,23,F,Firearm,Violent Crime,19,No,
2200,03-04-2020 8.00,04-01-2020 15.00,01-04-2020 20.01,Visakhapatnam,169,CYBERCRIME,11,F,Knife,Other Crime,7,No,
2201,01-04-2020 22.00,04-01-2020 16.00,01-04-2020 17.19,Hyderabad,209,ARSON,16,M,Firearm,Fire Accident,14,Yes,31-05-2020 22.00
2202,02-04-2020 15.00,04-01-2020 17.00,02-04-2020 6.13,Hyderabad,377,BURGLARY,62,M,None,Other Crime,17,No,
2203,02-04-2020 1.00,04-01-2020 18.00,01-04-2020 22.28,Surat,154,CYBERCRIME,27,F,None,Other Crime,2,Yes,12-04-2020 1.00
2204,01-04-2020 20.00,04-01-2020 19.00,02-04-2020 3.56,Delhi,168,ROBBERY,72,F,Firearm,Violent Crime,4,Yes,15-06-2020 20.00
2205,03-04-2020 1.00,04-01-2020 20.00,02-04-2020 17.18,Delhi,279,FIREARM OFFENSE,72,F,None,Fire Accident,8,Yes,28-04-2020 1.00
2206,02-04-2020 20.00,04-01-2020 21.00,02-04-2020 5.14,Bangalore,215,DRUG OFFENSE,58,F,Poison,Other Crime,11,Yes,09-05-2020 20.00
2207,03-04-2020 14.00,04-01-2020 22.00,02-04-2020 14.09,Mumbai,298,SHOPLIFTING,15,F,Poison,Other Crime,19,No,
2208,03-04-2020 6.00,04-01-2020 23.00,02-04-2020 10.56,Hyderabad,237,ARSON,31,M,None,Fire Accident,3,Yes,07-06-2020 6.00
2209,03-04-2020 16.00,04-02-2020 0.00,02-04-2020 23.27,Indore,238,HOMICIDE,46,F,Explosives,Other Crime,5,Yes,26-01-2021 16.00
2210,04-04-2020 0.00,04-02-2020 1.00,02-04-2020 4.24,Kolkata,283,ASSAULT,68,F,None,Violent Crime,12,Yes,11-06-2020 0.00
2211,04-04-2020 11.00,04-02-2020 2.00,02-04-2020 22.17,Delhi,356,SHOPLIFTING,17,F,Blunt Object,Other Crime,17,Yes,29-05-2020 11.00
2212,04-04-2020 23.00,04-02-2020 3.00,03-04-2020 1.32,Bangalore,312,KIDNAPPING,77,F,Firearm,Other Crime,4,No,
2213,04-04-2020 17.00,04-02-2020 4.00,02-04-2020 20.50,Delhi,400,FIREARM OFFENSE,72,F,Firearm,Fire Accident,4,No,
2214,04-04-2020 22.00,04-02-2020 5.00,02-04-2020 16.47,Bangalore,119,SHOPLIFTING,43,F,Blunt Object,Other Crime,8,Yes,01-06-2020 22.00
2215,03-04-2020 9.00,04-02-2020 6.00,03-04-2020 1.39,Delhi,342,HOMICIDE,51,F,Knife,Other Crime,17,Yes,05-05-2021 9.00
2216,04-04-2020 23.00,04-02-2020 7.00,02-04-2020 20.30,Visakhapatnam,219,ROBBERY,73,F,Knife,Violent Crime,3,Yes,30-07-2020 23.00
2217,04-04-2020 13.00,04-02-2020 8.00,02-04-2020 18.03,Chennai,185,CYBERCRIME,67,F,Blunt Object,Other Crime,10,Yes,10-06-2020 13.00
2218,03-04-2020 15.00,04-02-2020 9.00,02-04-2020 19.24,Jaipur,436,HOMICIDE,57,F,Poison,Other Crime,3,No,
2219,04-04-2020 18.00,04-02-2020 10.00,02-04-2020 11.36,Kolkata,556,CYBERCRIME,20,F,Knife,Other Crime,10,Yes,07-06-2020 18.00
2220,03-04-2020 14.00,04-02-2020 11.00,03-04-2020 6.00,Pune,339,ASSAULT,10,M,Blunt Object,Violent Crime,6,No,
2221,04-04-2020 22.00,04-02-2020 12.00,02-04-2020 12.39,Delhi,129,FRAUD,39,M,Blunt Object,Other Crime,11,Yes,18-06-2020 22.00
2222,03-04-2020 22.00,04-02-2020 13.00,03-04-2020 1.45,Kanpur,460,ILLEGAL POSSESSION,74,F,Explosives,Other Crime,6,No,
2223,04-04-2020 3.00,04-02-2020 14.00,02-04-2020 14.51,Mumbai,164,VANDALISM,61,F,Explosives,Other Crime,1,Yes,20-04-2020 3.00
2224,03-04-2020 4.00,04-02-2020 15.00,03-04-2020 9.12,Chennai,397,HOMICIDE,30,F,Other,Other Crime,10,Yes,14-02-2021 4.00
2225,02-04-2020 23.00,04-02-2020 16.00,03-04-2020 4.31,Bhopal,227,TRAFFIC VIOLATION,79,F,Poison,Traffic Fatality,8,Yes,11-04-2020 23.00
2226,05-04-2020 15.00,04-02-2020 17.00,03-04-2020 6.38,Ahmedabad,361,BURGLARY,56,F,Firearm,Other Crime,15,No,
2227,03-04-2020 9.00,04-02-2020 18.00,03-04-2020 12.46,Chennai,562,FRAUD,48,M,Firearm,Other Crime,3,No,
2228,04-04-2020 8.00,04-02-2020 19.00,03-04-2020 1.05,Delhi,222,ROBBERY,45,F,None,Violent Crime,14,Yes,22-06-2020 8.00
2229,03-04-2020 5.00,04-02-2020 20.00,03-04-2020 4.42,Bangalore,501,IDENTITY THEFT,11,F,None,Violent Crime,18,Yes,20-06-2020 5.00
2230,03-04-2020 18.00,04-02-2020 21.00,03-04-2020 14.17,Kalyan,244,DOMESTIC VIOLENCE,41,F,None,Violent Crime,12,Yes,04-06-2020 18.00
2231,05-04-2020 3.00,04-02-2020 22.00,03-04-2020 14.33,Bhopal,582,DRUG OFFENSE,23,F,Firearm,Other Crime,11,No,
2232,04-04-2020 20.00,04-02-2020 23.00,03-04-2020 18.32,Delhi,209,IDENTITY THEFT,43,M,Poison,Violent Crime,3,No,
2233,04-04-2020 6.00,04-03-2020 0.00,03-04-2020 12.20,Delhi,361,VANDALISM,65,F,Blunt Object,Other Crime,16,Yes,03-05-2020 6.00
2234,03-04-2020 15.00,04-03-2020 1.00,03-04-2020 2.18,Mumbai,531,ROBBERY,74,F,Explosives,Violent Crime,3,Yes,25-07-2020 15.00
2235,04-04-2020 23.00,04-03-2020 2.00,03-04-2020 7.55,Kolkata,201,EXTORTION,68,M,Knife,Other Crime,3,No,
2236,05-04-2020 6.00,04-03-2020 3.00,03-04-2020 5.06,Bhopal,122,CYBERCRIME,24,F,Firearm,Other Crime,8,No,
2237,03-04-2020 23.00,04-03-2020 4.00,03-04-2020 21.24,Mumbai,178,ARSON,19,F,Firearm,Fire Accident,3,No,
2238,05-04-2020 9.00,04-03-2020 5.00,03-04-2020 5.20,Kolkata,576,FRAUD,44,F,Poison,Other Crime,10,No,
2239,04-04-2020 6.00,04-03-2020 6.00,03-04-2020 6.26,Delhi,112,PUBLIC INTOXICATION,63,M,Explosives,Other Crime,6,No,
2240,03-04-2020 20.00,04-03-2020 7.00,04-04-2020 1.51,Mumbai,595,BURGLARY,67,M,None,Other Crime,2,Yes,20-08-2020 20.00
2241,03-04-2020 14.00,04-03-2020 8.00,03-04-2020 18.54,Pune,325,FRAUD,78,F,Other,Other Crime,12,Yes,27-06-2020 14.00
2242,04-04-2020 17.00,04-03-2020 9.00,03-04-2020 22.41,Delhi,164,PUBLIC INTOXICATION,56,F,Knife,Other Crime,1,No,
2243,03-04-2020 16.00,04-03-2020 10.00,03-04-2020 18.36,Rajkot,531,BURGLARY,13,M,Firearm,Other Crime,10,No,
2244,04-04-2020 10.00,04-03-2020 11.00,04-04-2020 2.01,Ludhiana,305,ROBBERY,37,M,None,Violent Crime,5,Yes,06-07-2020 10.00
2245,03-04-2020 20.00,04-03-2020 12.00,03-04-2020 20.22,Indore,280,FIREARM OFFENSE,45,F,Blunt Object,Fire Accident,18,No,
2246,04-04-2020 13.00,04-03-2020 13.00,04-04-2020 9.41,Jaipur,436,SEXUAL ASSAULT,78,F,Knife,Violent Crime,7,Yes,13-06-2021 13.00
2247,05-04-2020 15.00,04-03-2020 14.00,04-04-2020 6.25,Hyderabad,242,PUBLIC INTOXICATION,34,F,None,Other Crime,9,Yes,29-04-2020 15.00
2248,04-04-2020 16.00,04-03-2020 15.00,03-04-2020 19.54,Bangalore,158,IDENTITY THEFT,17,M,Poison,Violent Crime,2,Yes,30-04-2020 16.00
2249,03-04-2020 22.00,04-03-2020 16.00,04-04-2020 5.44,Bangalore,480,EXTORTION,66,F,Other,Other Crime,14,Yes,26-06-2020 22.00
2250,04-04-2020 17.00,04-03-2020 17.00,04-04-2020 10.22,Srinagar,522,COUNTERFEITING,41,M,None,Other Crime,1,Yes,17-06-2020 17.00
2251,03-04-2020 19.00,04-03-2020 18.00,03-04-2020 22.57,Varanasi,189,BURGLARY,25,M,Other,Other Crime,17,No,
2252,05-04-2020 20.00,04-03-2020 19.00,04-04-2020 4.11,Ahmedabad,257,FRAUD,51,F,None,Other Crime,5,No,
2253,05-04-2020 20.00,04-03-2020 20.00,04-04-2020 5.07,Vasai,286,FRAUD,58,M,Blunt Object,Other Crime,11,No,
2254,04-04-2020 15.00,04-03-2020 21.00,04-04-2020 16.36,Pune,130,COUNTERFEITING,68,F,Firearm,Other Crime,18,Yes,01-06-2020 15.00
2255,06-04-2020 3.00,04-03-2020 22.00,04-04-2020 15.58,Pune,418,DOMESTIC VIOLENCE,74,M,Other,Violent Crime,2,No,
2256,05-04-2020 5.00,04-03-2020 23.00,04-04-2020 6.20,Kolkata,593,DOMESTIC VIOLENCE,67,F,Explosives,Violent Crime,15,Yes,06-06-2020 5.00
2257,06-04-2020 16.00,04-04-2020 0.00,04-04-2020 1.29,Jaipur,214,VANDALISM,25,F,Knife,Other Crime,2,No,
2258,05-04-2020 13.00,04-04-2020 1.00,04-04-2020 20.54,Lucknow,227,DOMESTIC VIOLENCE,35,M,Poison,Violent Crime,14,No,
2259,05-04-2020 22.00,04-04-2020 2.00,04-04-2020 9.06,Jaipur,462,DRUG OFFENSE,40,F,Other,Other Crime,10,Yes,28-05-2020 22.00
2260,05-04-2020 23.00,04-04-2020 3.00,04-04-2020 21.32,Kanpur,452,DRUG OFFENSE,12,F,None,Other Crime,4,No,
2261,04-04-2020 17.00,04-04-2020 4.00,04-04-2020 22.57,Pune,198,PUBLIC INTOXICATION,32,M,Firearm,Other Crime,6,No,
2262,06-04-2020 10.00,04-04-2020 5.00,04-04-2020 6.37,Mumbai,163,ARSON,41,M,Poison,Fire Accident,12,No,
2263,05-04-2020 18.00,04-04-2020 6.00,04-04-2020 21.43,Delhi,467,SHOPLIFTING,39,M,Blunt Object,Other Crime,15,Yes,28-04-2020 18.00
2264,06-04-2020 11.00,04-04-2020 7.00,04-04-2020 20.18,Kalyan,133,VEHICLE - STOLEN,45,F,Poison,Violent Crime,18,No,
2265,05-04-2020 18.00,04-04-2020 8.00,04-04-2020 17.11,Meerut,509,FRAUD,50,F,Other,Other Crime,5,No,
2266,05-04-2020 15.00,04-04-2020 9.00,04-04-2020 12.02,Meerut,372,KIDNAPPING,32,M,Other,Other Crime,10,No,
2267,06-04-2020 21.00,04-04-2020 10.00,04-04-2020 19.21,Mumbai,564,ASSAULT,22,F,Knife,Violent Crime,10,Yes,19-04-2020 21.00
2268,07-04-2020 5.00,04-04-2020 11.00,04-04-2020 20.48,Lucknow,289,TRAFFIC VIOLATION,18,F,Explosives,Traffic Fatality,6,No,
2269,05-04-2020 21.00,04-04-2020 12.00,04-04-2020 22.27,Varanasi,345,ROBBERY,40,F,Poison,Violent Crime,5,Yes,12-09-2020 21.00
2270,07-04-2020 2.00,04-04-2020 13.00,04-04-2020 13.43,Kolkata,584,TRAFFIC VIOLATION,18,F,Other,Traffic Fatality,14,No,
2271,05-04-2020 13.00,04-04-2020 14.00,05-04-2020 8.23,Chennai,447,BURGLARY,23,M,Blunt Object,Other Crime,17,Yes,29-06-2020 13.00
2272,06-04-2020 9.00,04-04-2020 15.00,05-04-2020 10.12,Lucknow,193,ARSON,52,F,Knife,Fire Accident,10,No,
2273,06-04-2020 19.00,04-04-2020 16.00,05-04-2020 4.35,Kolkata,245,COUNTERFEITING,15,F,None,Other Crime,13,No,
2274,06-04-2020 14.00,04-04-2020 17.00,05-04-2020 2.59,Delhi,483,FRAUD,20,M,Blunt Object,Other Crime,17,Yes,02-07-2020 14.00
2275,06-04-2020 4.00,04-04-2020 18.00,04-04-2020 18.21,Mumbai,131,KIDNAPPING,23,M,Explosives,Other Crime,13,No,
2276,06-04-2020 20.00,04-04-2020 19.00,05-04-2020 6.24,Lucknow,476,DOMESTIC VIOLENCE,33,F,None,Violent Crime,6,No,
2277,07-04-2020 19.00,04-04-2020 20.00,05-04-2020 5.30,Jaipur,445,COUNTERFEITING,50,F,Explosives,Other Crime,17,Yes,15-04-2020 19.00
2278,05-04-2020 8.00,04-04-2020 21.00,05-04-2020 14.34,Varanasi,325,DRUG OFFENSE,38,F,Poison,Other Crime,15,No,
2279,07-04-2020 1.00,04-04-2020 22.00,05-04-2020 11.57,Rajkot,257,FIREARM OFFENSE,76,F,Other,Fire Accident,17,Yes,02-06-2020 1.00
2280,07-04-2020 14.00,04-04-2020 23.00,05-04-2020 0.34,Lucknow,432,CYBERCRIME,11,M,Explosives,Other Crime,3,No,
2281,06-04-2020 10.00,04-05-2020 0.00,05-04-2020 21.56,Mumbai,238,ASSAULT,61,F,Firearm,Violent Crime,3,Yes,25-06-2020 10.00
2282,06-04-2020 9.00,04-05-2020 1.00,05-04-2020 5.33,Chennai,318,SEXUAL ASSAULT,50,M,Other,Violent Crime,12,Yes,22-05-2021 9.00
2283,07-04-2020 10.00,04-05-2020 2.00,05-04-2020 3.41,Bangalore,542,CYBERCRIME,21,F,Blunt Object,Other Crime,10,Yes,17-04-2020 10.00
2284,05-04-2020 14.00,04-05-2020 3.00,06-04-2020 0.07,Jaipur,296,KIDNAPPING,55,F,Other,Other Crime,16,Yes,08-05-2020 14.00
2285,06-04-2020 2.00,04-05-2020 4.00,05-04-2020 4.28,Chennai,437,IDENTITY THEFT,19,F,Firearm,Violent Crime,4,No,
2286,05-04-2020 20.00,04-05-2020 5.00,05-04-2020 12.20,Agra,311,SHOPLIFTING,73,M,Firearm,Other Crime,16,No,
2287,06-04-2020 0.00,04-05-2020 6.00,05-04-2020 11.56,Pune,564,SHOPLIFTING,39,M,Other,Other Crime,17,No,
2288,08-04-2020 3.00,04-05-2020 7.00,05-04-2020 17.18,Lucknow,209,FIREARM OFFENSE,22,M,Blunt Object,Fire Accident,14,No,
2289,07-04-2020 13.00,04-05-2020 8.00,05-04-2020 17.43,Pune,329,ROBBERY,21,F,Other,Violent Crime,6,No,
2290,06-04-2020 13.00,04-05-2020 9.00,05-04-2020 13.43,Delhi,379,BURGLARY,54,M,Poison,Other Crime,11,Yes,28-08-2020 13.00
2291,05-04-2020 20.00,04-05-2020 10.00,05-04-2020 11.32,Mumbai,347,SHOPLIFTING,46,F,None,Other Crime,7,Yes,11-06-2020 20.00
2292,06-04-2020 8.00,04-05-2020 11.00,05-04-2020 11.43,Mumbai,364,VANDALISM,61,F,Explosives,Other Crime,6,No,
2293,08-04-2020 8.00,04-05-2020 12.00,05-04-2020 13.41,Mumbai,391,DRUG OFFENSE,49,F,Other,Other Crime,17,No,
